autor,status,cena_wywolawcza,cena_sprzedazy,tytul,rok_powstania,aukcja,wymiar_x,wymiar_y,wielkosc,techniki,material,rok_pow_new
Mela - (Melania Mutermilch) Muter,zarchiwizowany,18000,18600,MIASTO NAD RZEKĄ,,1991-09-29,72.0,62.0,4464.0,olej,płótno,
Mela - (Melania Mutermilch) Muter,zarchiwizowany,18000,18600,ALEJA,,1991-09-29,72.0,62.0,4464.0,olej,płótno,
Stanisław Eleszkiewicz,zarchiwizowany,5500,5600,DWÓCH MĘŻCZYZN PRZY STOLE Z KARAFKĄ,,1991-09-29,33.0,45.5,1501.5,olej,dykta,
Włodzimierz Terlikowski,zarchiwizowany,2500,0,ZAMEK NA WZGÓRZU,,1991-09-29,54.0,64.0,3456.0,olej,płótno,
Eugeniusz Eibisch,zarchiwizowany,8000,8200,MARTWA NATURA Z JABŁKAMI I DZBANEM,,1991-09-29,36.0,44.0,1584.0,olej,dykta,
Mela - (Melania Mutermilch) Muter,zarchiwizowany,9000,9400,PEJZAŻ,,1991-09-29,33.0,40.3,1329.8999999999999,olej,dykta,
Pieter Claesz,zarchiwizowany,15000,0,MARTWA NATURA Z KIELICHEM, SZYNKĄ I OWOCAMI,1991-07-28,102.0,126.5,12903.0,olej,płótno,
Zygmunt Rozwadowski,zarchiwizowany,1000,1800,LUZAK,,1991-07-28,38.6,50.0,1930.0,olej,tektura,
Jacek Malczewski,zarchiwizowany,5000,0,PORTRET SYNA RAFAŁA,,1991-07-28,57.0,65.0,3705.0,olej,płótno,
Teodor Axentowicz,zarchiwizowany,1000,1000,DZIEWCZYNA W CHUSTCE,,1991-07-28,49.8,35.0,1743.0,pastel,tektura,
Feliks Michał Wygrzywalski,zarchiwizowany,1000,0,MARTWA NATURA Z PRYMULKĄ,,1991-07-28,64.0,77.5,4960.0,olej,płótno,
Antoni Gawiński,zarchiwizowany,1000,0,PORANEK,,1991-07-28,37.2,51.0,1897.2,"tempera, akwarela",karton,
Iwan Trusz,zarchiwizowany,1000,1000,MODLITWA ARABA,,1991-07-28,21.0,27.5,577.5,olej,dykta,
Rudolph Poeppel,zarchiwizowany,1000,2200,POJENIE KONI,,1991-07-28,50.5,91.0,4595.5,olej,płótno,
Alfred Wierusz-Kowalski,zarchiwizowany,5000,0,PRZEJAŻDŻKA SANKAMI,,1991-07-28,30.5,20.7,631.35,olej,deska,
Juliusz Kossak,zarchiwizowany,1000,2200,ODZIAŁ WOJSKA,,1991-07-28,25.5,34.2,872.1,akwarela,tektura,
Artur Grottger,zarchiwizowany,5000,0,WURDE DER FRAUEN,,1991-07-28,42.0,62.0,2604.0,"akwarela, tusz",papier,
Władysław Czachórski,zarchiwizowany,5000,0,PORTRET KOBIETY W SUKNI Z KORONKOWYM KOŁNIERZEM,,1991-07-28,63.0,53.0,3339.0,olej,płótno,
Konrad Krzyżanowski,zarchiwizowany,1000,0,PORTRET KOBIETY - STUDIUM,,1991-07-28,40.0,30.0,1200.0,olej,płótno,
Konstanty Jegorowicz Makowski,zarchiwizowany,1000,1900,CHŁOPCY,,1991-07-28,77.0,51.5,3965.5,olej,płótno,
Artur Grottger,zarchiwizowany,5000,7000,PRZED BURZĄ,,1991-07-28,38.0,45.5,1729.0,olej,płótno,
Henri Francois (?) Riesener,zarchiwizowany,5000,0,PORTRET MŁODEJ KOBIETY,,1991-07-28,66.5,53.5,3557.75,olej,płótno,
Julian Fałat,zarchiwizowany,1000,1500,RZEKA WŚRÓD ŚNIEGÓW,,1991-07-28,21.5,35.0,752.5,pastel,papier,
Tymon Niesiołowski,zarchiwizowany,1000,0,DZIEWCZYNKA,,1991-07-28,49.0,31.5,1543.5,olej,tektura,
Pantaleon Szyndler,zarchiwizowany,5000,0,NIEWOLNICA,,1991-07-28,78.0,55.5,4329.0,olej,płótno,
Aleksander Gierymski,zarchiwizowany,1000,3000,SPRZEDAWCA CHLEBA,,1991-07-28,36.7,26.2,961.5400000000001,akwarela,papier,
Julian Fałat,zarchiwizowany,5000,0,MĘŻCZYZNA Z GITARĄ,,1991-07-28,54.0,32.0,1728.0,akwarela,papier,
Jerzy Kossak,zarchiwizowany,1000,1200,ODPOCZYWAJĄCY UŁAN,,1991-07-28,48.0,33.0,1584.0,olej,dykta,
Paul Parmentier,zarchiwizowany,1000,1300,WIECZÓR W GÓRACH,,1991-06-16,65.0,82.0,5330.0,olej,płótno,
Pierre Auguste Renoir,zarchiwizowany,50000,110000,MARTWA NATURA Z OWOCAMI,,1991-06-16,16.5,23.0,379.5,olej,płótno,
Teodor Axentowicz,zarchiwizowany,1000,3200,AUTOPORTRET Z RUDOWŁOSĄ,,1991-06-16,49.0,68.0,3332.0,pastel,tektura,
Juliusz Kossak,zarchiwizowany,1000,1600,LISOWCZYK,,1991-06-16,16.0,12.0,192.0,akwarela,papier,
Wojciech Kossak,zarchiwizowany,5000,5000,SZARŻA HUSARII POD KIRCHOLMEM,,1991-06-16,40.0,80.0,3200.0,olej,płótno,
Vlastimil Hofman,zarchiwizowany,1000,1800,POCZĘSTUNEK WĘDROWCA,,1991-06-16,68.5,51.0,3493.5,olej,dykta,
Vlastimil Hofman,zarchiwizowany,5000,7500,POWRÓT Z MIASTA,,1991-06-16,68.5,99.5,6815.75,olej,płótno,
Julian Fałat,zarchiwizowany,1000,1250,PEJZAŻ Z BYSTREJ,,1991-06-16,33.0,49.5,1633.5,akwarela,papier,
Stanisław Wyspiański,zarchiwizowany,1000,2100,JASKRY - PROJEKT POLICHROMII,,1991-06-16,60.0,89.0,5340.0,pastel,papier,
Leon Wyczółkowski,zarchiwizowany,1000,4200,ZAMYŚLONA,,1991-06-16,67.0,95.0,6365.0,pastel,karton,
Henryk Gotlib,zarchiwizowany,5000,5800,AKT KOBIETY,,1991-06-16,96.0,63.0,6048.0,olej,płótno,
Curt Agthe,zarchiwizowany,1000,2100,PÓŹNA JESIEŃ,,1991-06-16,61.5,93.5,5750.25,olej,płótno,
Wojciech Gerson,zarchiwizowany,100,1000,BUKOWINA,,1991-06-16,12.0,17.8,213.60000000000002,akwarela,papier,
Rajmund Kanelba,zarchiwizowany,10000,10000,LA MAISON DU MIDI,,1991-06-16,60.0,73.0,4380.0,olej,płótno,
Jacek Malczewski,zarchiwizowany,1000,2200,AUTOPORTRET,,1991-06-16,34.5,49.0,1690.5,akwarela,papier,
Ignacy Pieńkowski,zarchiwizowany,1000,2200,PEJZAŻ Z ŁÓDKĄ,,1991-06-16,47.0,61.0,2867.0,olej,płótno,
Jacek Malczewski,zarchiwizowany,10000,21000,PORTRET CÓRKI JULII MEYZNEROWEJ,,1991-06-16,70.0,98.0,6860.0,olej,tektura,
Maurycy Trębacz,zarchiwizowany,1000,1600,CHŁOPIEC,,1991-06-16,51.8,59.3,3071.74,olej,tektura,
Mathias Adolf Charlemont,zarchiwizowany,1000,3100,KOBIETA I DZIECKO U ŹRÓDŁA,,1991-06-16,18.0,23.4,421.2,olej,deska,
Edouard Manet,zarchiwizowany,1000,1200,MARTWA NATURA Z OWOCAMI I BUTELKĄ,,1991-06-16,35.0,24.0,840.0,olej,tektura,
Mela - (Melania Mutermilch) Muter,zarchiwizowany,10000,15000,DZIEWCZYNA W CZERNI,,1991-06-16,47.0,41.0,1927.0,olej,płótno,
Johann Bahr,zarchiwizowany,1000,1600,MĘSKIE TOWARZYSTWO,,1991-06-16,62.0,78.0,4836.0,akwarela,papier,
Teofil Ociepka,zarchiwizowany,500,700,NA RYKOWISKU,,1991-05-12,43.0,33.0,1419.0,olej,płótno,
Tadeusz Kulisiewicz,zarchiwizowany,600,0,ŁODZIE,,1991-05-12,30.0,37.0,1110.0,"tusz, akwarela",papier,
Joseph Schoyerer,zarchiwizowany,2300,2900,PEJZAŻ GÓRSKI Z JEZIOREM I ZAMKIEM,,1991-05-12,27.0,48.0,1296.0,olej,deska,
Jan S. Markowski,zarchiwizowany,300,450,ŻYD Z JABŁKIEM,,1991-05-12,27.0,22.0,594.0,olej,tektura,
Zdzisław Beksiński,zarchiwizowany,8000,0,MÓZG,,1991-05-12,87.5,74.0,6475.0,olej,dykta,
Stanisław Ignacy Witkiewicz,zarchiwizowany,2500,3500,PORTRET MARII BANASIUK-BURNAT Z ZAKOPANEGO,,1991-05-12,61.0,48.0,2928.0,pastel,tektura,
H. Stundyzen,zarchiwizowany,2050,0,PEJZAŻ ZIMOWY Z DROGĄ WIEJSKĄ,,1991-05-12,48.0,76.0,3648.0,olej,płótno,
Vlastimil Hofman,zarchiwizowany,1200,1200,ALEGORIA,,1991-05-12,25.0,34.5,862.5,olej,deska,
Julius Gunther,zarchiwizowany,1000,1000,MAŁY RYBAK,,1991-05-12,29.3,20.5,600.65,olej,płótno,
Henri Gerard,zarchiwizowany,1300,1400,PEJZAŻ FRANCUSKI,,1991-05-12,40.0,53.0,2120.0,olej,płótno,
Józef Mehoffer,zarchiwizowany,3500,9000,OGRÓD KWIATOWY,,1991-05-12,52.0,68.0,3536.0,olej,płótno,
Jozef Lies,zarchiwizowany,3200,3200,WIEJSKI WYTWÓRCA POWOZÓW,,1991-05-12,42.0,52.5,2205.0,olej,deska,
Teodor Axentowicz,zarchiwizowany,2900,4000,PORTRET MŁODEJ KOBIETY,,1991-05-12,67.0,48.0,3216.0,pastel,tektura,
Richard Baseleer,zarchiwizowany,3000,4200,MODLĄCY SIĘ ŻEBRAK,,1991-05-12,67.0,54.0,3618.0,olej,płótno,
  Nikifor Krynicki,zarchiwizowany,200,200,GÓRA PARKOWA W KRYNICY,,1991-05-12,31.0,23.0,713.0,"akwarela, ołówek",papier,
Włodzimierz Tetmajer,zarchiwizowany,6000,12000,ŻNIWA,,1991-05-12,71.0,123.5,8768.5,olej,płótno,
Francoise Gilot,zarchiwizowany,4600,3500,MASKA KAPŁANKI,,1991-04-28,56.0,76.0,4256.0,,inna,
Stanisław Wyspiański,zarchiwizowany,10000,10000,PEJZAŻ NIZINNY Z RZEKĄ,,1991-04-28,39.5,69.5,2745.25,pastel,papier,
Wincenty Lesseur,zarchiwizowany,1400,1400,PORTRET MŁODEJ KOBIETY,,1991-04-28,7.3,5.6,40.879999999999995,"akwarela, gwasz",kość słoniowa,
Józef Brandt,zarchiwizowany,0,0,SIANOKOSY,,1991-04-28,26.0,46.5,1209.0,"akwarela, gwasz, ołówek",papier,
Jacek Malczewski,zarchiwizowany,48000,50000,PUSTY DWÓR,,1991-04-28,71.5,99.5,7114.25,olej,tektura,
Juliusz Kossak,zarchiwizowany,1000,1100,PORTRET ADAMA HR. POTOCKIEGO Z BUCZACZA,,1991-04-28,27.0,20.0,540.0,"ołówek, gwasz, kredka",papier,
Teodor Axentowicz,zarchiwizowany,2800,2800,STARZEC I DZIEWCZYNA,,1991-04-28,61.8,48.0,2966.3999999999996,pastel,tektura,
Kazimierz Sichulski,zarchiwizowany,2400,3000,CERKIEW,,1991-04-28,54.0,72.5,3915.0,olej,tektura,
NN NN,zarchiwizowany,5000,5500,SERIA TABLICE. KIERUNKI. PRZEJŚCIE PRZEZ PUSTYNIĘ,,1991-04-28,98.0,130.0,12740.0,olej,płótno,
Tymon Niesiołowski,zarchiwizowany,5000,5000,DOROTA - PORTRET CÓRKI ARTYSTY,,1991-04-28,73.0,57.3,4182.9,olej,płótno,
Włodzimierz Terlikowski,zarchiwizowany,4200,4200,MORZE,,1991-04-28,46.0,55.0,2530.0,olej,płótno,
Wacław Taranczewski,zarchiwizowany,1400,1300,AUTOPORTRET,,1991-04-28,73.0,60.0,4380.0,olej,płótno,
Julian Fałat,zarchiwizowany,7500,10500,DWA ŚWIATY,,1991-04-28,56.0,94.0,5264.0,akwarela,papier,
Jacek Malczewski,zarchiwizowany,7500,8500,MODELE,,1991-04-28,51.0,33.0,1683.0,olej,deska,
Lucien Adrion,zarchiwizowany,1720,2200,PONT DES ARTS W PARYŻU,,1991-04-28,54.0,65.0,3510.0,olej,płótno,
NN NN,zarchiwizowany,5000,5000,PRZEDMIOT NA PUSTYNI,,1991-04-28,116.0,81.0,9396.0,olej,płótno,
Stanisław Ignacy Witkiewicz,zarchiwizowany,9400,9500,PORTRET BOGDANA JAXA RONIKIERA,,1991-04-28,66.0,50.0,3300.0,pastel,tektura,
Tadeusz Grocholski,zarchiwizowany,5500,5500,MARYJKA HARBAROWA,,1991-04-28,69.0,53.0,3657.0,olej,płótno,
Mela - (Melania Mutermilch) Muter,zarchiwizowany,16500,16500,PEJZAŻ Z MOSTEM,,1991-04-28,50.0,62.0,3100.0,olej,tektura,
Jerzy Fedkowicz,zarchiwizowany,1000,3000,WAZON Z KWIATAMI,,1991-04-28,61.0,52.0,3172.0,olej,płótno,
Jerzy Fedkowicz,zarchiwizowany,1000,5000,PEJZAŻ Z DRZEWAMI I CZERWONYM DOMKIEM,,1991-04-28,50.0,67.0,3350.0,olej,tektura,
Jerzy Kossak,zarchiwizowany,850,900,PATROL UŁANÓW,,1991-03-24,25.0,33.0,825.0,olej,deska,
Vlastimil Hofman,zarchiwizowany,1300,0,STARZEC Z FAJKĄ,,1991-03-24,43.5,28.6,1244.1000000000001,olej,płótno,
Wojciech Weiss,zarchiwizowany,2800,2800,PÓŁAKT LEŻĄCEJ KOBIETY,,1991-03-24,49.5,69.5,3440.25,olej,tektura,
J. Józefczyk (Józefowicz?),zarchiwizowany,1500,0,WĘDROWIEC,,1991-03-24,70.0,49.8,3486.0,olej,tektura,
J. J. Kasprowicz,zarchiwizowany,600,0,RYBACY CIĄGNĄCY SIEĆ,,1991-03-24,35.2,50.0,1760.0000000000002,olej,sklejka,
Tadeusz Ajdukiewicz,zarchiwizowany,4500,6200,JEŹDZIEC W CZERWONYM FRAKU,,1991-03-24,70.0,90.0,6300.0,olej,płótno,
Willibald Paschke,zarchiwizowany,1200,0,ZAMEK MORITZBURG POD DREZNEM,,1991-03-24,70.0,59.5,4165.0,olej,płótno,
Antoni Piotrowski,zarchiwizowany,120,220,CHŁOPIEC W CZERWONYM FEZIE,,1991-03-24,21.5,16.0,344.0,olej,tektura,
Otto Pippel,zarchiwizowany,1000,0,JESIEŃ W GÓRACH,,1991-03-24,49.0,61.0,2989.0,olej,dykta,
Matylda Meleniewska,zarchiwizowany,480,0,MARTWA NATURA Z WAZONEM,,1991-03-24,83.0,69.5,5768.5,olej,płótno,
Karol Hiller,zarchiwizowany,2900,3700,KLASZTOR W KAZIMIERZU,,1991-03-24,101.0,76.0,7676.0,olej,płótno,
Wilhelm Kotarbiński,zarchiwizowany,2200,0,STUDIUM MODELKI,,1991-03-24,68.5,42.5,2911.25,olej,płótno,
Aleksander Rizzoni,zarchiwizowany,1400,2000,ODWRÓCONA,,1991-03-24,19.0,14.7,279.3,olej,deska,
Jan Bohuszewicz,zarchiwizowany,450,450,CZERWONY KOSTIUMIK SYLWII,,1991-03-24,34.0,32.5,1105.0,olej,tektura,
Leonard Stroynowski,zarchiwizowany,1290,1290,KWITNĄCE MAGNOLIE,,1991-03-24,76.5,61.0,4666.5,olej,płótno,
Eugeniusz Arct,zarchiwizowany,1200,2300,KAZIMIERZ - WIDOK Z GÓRY TRZECH KRZYŻY,,1991-03-24,67.5,63.5,4286.25,olej,płótno,
Roman Zasłonow,zarchiwizowany,320,340,NAD NIEMNEM,,1991-03-24,41.0,50.0,2050.0,olej,płótno,
Wacław Tracewski,zarchiwizowany,250,290,TARG NA KONIE,,1991-03-24,19.0,26.0,494.0,akwarela,papier,
 Liesegang,zarchiwizowany,6900,7500,WIOSENNY DZIEŃ W PRZYSTANI,,1990-12-16,40.5,50.5,2045.25,olej,płótno,
Jacek Malczewski,zarchiwizowany,2700,8000,PORTRET PANI NA TLE TRZCIN,,1990-12-16,73.0,51.0,3723.0,olej,płótno,
Stefan Filipkiewicz,zarchiwizowany,750,750,LAS WIOSNĄ,,1990-12-16,28.0,36.0,1008.0,olej,dykta,
Józef Chełmoński,zarchiwizowany,1500,0,CZWÓRKA - SZKIC,,1990-12-16,24.0,38.5,924.0,"ołówek, kredka",papier,
Juliusz Kossak,zarchiwizowany,2600,2600,POTYCZKA,,1990-12-16,27.0,38.0,1026.0,akwarela,papier,
Carl Theodor Demiani,zarchiwizowany,650,650,PORTRET HRABINY TERESY THUER,,1990-12-16,9.5,7.5,71.25,"akwarela, gwasz",kość słoniowa,
Jan Styka,zarchiwizowany,0,0,PORTRET ALEKSANDRA BIERGIELA,,1990-12-16,33.0,26.5,874.5,"ołówek, kredka",papier,
Franciszek Suderland,zarchiwizowany,600,700,WIECZÓR NA KRAKOWSKIM PRZEDMIEŚCIU,,1990-12-16,48.0,67.0,3216.0,olej,dykta,
Stanisław Masłowski,zarchiwizowany,4800,9400,JESIEŃ,,1990-12-16,70.0,100.0,7000.0,olej,dykta,
Teodor Axentowicz,zarchiwizowany,1800,2400,PORTRET KOBIETY W CZERWONEJ SUKNI,,1990-12-16,69.0,49.0,3381.0,pastel,papier,
Wacław Żaboklicki,zarchiwizowany,180,320,DROGA POD LASEM,,1990-12-16,25.0,33.5,837.5,olej,tektura,
 Bertoluzi,zarchiwizowany,420,0,WENECJA,,1990-12-16,15.0,30.0,450.0,akwarela,papier,
Józef Marszewski,zarchiwizowany,2400,0,PEJZAŻ,,1990-12-16,43.5,61.5,2675.25,olej,płótno,
Fritz Chwala,zarchiwizowany,2400,4100,PEJZAŻ Z KSIĘŻYCEM,,1990-12-16,69.5,106.0,7367.0,olej,płótno,
Edward Krause-Wichman,zarchiwizowany,900,0,PEJZAŻ ALPEJSKI,,1990-12-16,85.0,120.0,10200.0,olej,płótno,
Otto Pippel,zarchiwizowany,2800,4900,CHÓR DZIEWCZĘCY,,1990-12-16,83.0,95.0,7885.0,olej,płótno,
 Van Have,zarchiwizowany,900,0,TARG NA KWIATY,,1990-12-16,69.0,98.5,6796.5,olej,płótno,
Jerzy Wolff,zarchiwizowany,80,90,PEJZAŻ Z MŁYNEM,,1990-12-16,33.0,33.0,1089.0,ołówek,papier,
Iwan Iwanec,zarchiwizowany,600,600,WNĘTRZE SYNAGOGI W PRADZE,,1990-12-16,44.5,36.0,1602.0,olej,dykta,
Samuel Van Hoogstraten,zarchiwizowany,6500,8100,KŁÓTNIA PRZY KARCIANYM STOLIKU,,1990-12-16,77.0,64.0,4928.0,olej,płótno,
Leon Wyczółkowski,zarchiwizowany,2200,3000,LIMBA NA TLE MNICHA,,1990-12-16,42.5,34.0,1445.0,"kredka, pastel, gwasz",papier,
Leon Wyczółkowski,zarchiwizowany,1500,0,NASTURCJE I MAKI,,1990-12-16,69.0,48.0,3312.0,"akwarela, pastel, kredka",papier,
Antoni Kozakiewicz,zarchiwizowany,200,1100,NASTUSIA,,1990-12-16,63.5,44.0,2794.0,akwarela,karton,
Leon Wyczółkowski,zarchiwizowany,5500,7400,DZIEWCZYNA W ZIELONYM KAPELUSZU,,1990-12-16,50.5,40.0,2020.0,olej,płótno,
Czesław (I. Zygmuntowicz) Wasilewski,zarchiwizowany,1700,2400,GŁUSZCOWE GODY,,1990-12-16,49.0,69.0,3381.0,olej,płótno,
Jerzy Kossak,zarchiwizowany,2200,2600,SPOD MOSKWY,,1990-12-16,50.0,88.0,4400.0,olej,dykta,
Stanisław Ignacy Witkiewicz,zarchiwizowany,2300,5300,PORTRET LEKARZA Z KRAKOWA,,1990-12-16,58.0,47.0,2726.0,pastel,papier,
Jacek Malczewski,zarchiwizowany,11000,65000,AUTOPORTRET Z TANECZNYM KOROWODEM,,1990-12-16,73.0,103.0,7519.0,olej,tektura,
Jacek Malczewski,zarchiwizowany,13000,32000,PORTRET AKTORKI P. MARCELLO,,1990-12-16,74.0,114.5,8473.0,olej,dykta,
Ilia Riepin,zarchiwizowany,550,650,STUDIA AKTÓW MĘSKICH,,1990-12-16,21.5,30.5,655.75,"ołówek, kredka",papier,
Wiktor Korecki,zarchiwizowany,590,590,PEJZAŻ ZE STOGAMI,,1990-12-16,37.0,75.0,2775.0,olej,dykta,
Zygmunt Rozwadowski,zarchiwizowany,3200,4900,POWRÓT Z POLOWANIA,,1990-12-16,71.5,100.0,7150.0,olej,płótno,
J. Bossi,zarchiwizowany,1500,2200,KRAJOBRAZ ZIMOWY,,1990-11-04,27.0,53.0,1431.0,olej,płótno,
Wilhelm Kotarbiński,zarchiwizowany,6800,6800,W ARKADII,,1990-11-04,71.0,125.0,8875.0,olej,płótno,
Jacek Malczewski,zarchiwizowany,8000,18000,SCENA ALEGORYCZNA,,1990-11-04,40.0,100.0,4000.0,olej,tektura,
Romuald Paweł Kowalczewski,zarchiwizowany,1900,0,PASTUSZKOWIE,,1990-11-04,70.0,101.0,7070.0,olej,płótno,
Elżbieta Dziubaniukówna,zarchiwizowany,7000,0,PRZYJACIÓŁKI, 1913,1990-11-04,66.5,105.0,6982.5,olej,płótno naciągnięte na tekturę,1913
Edward Matuszczak,zarchiwizowany,595,0,PLENER POD PARYŻEM,,1990-11-04,30.0,25.0,750.0,olej,tektura,
Wiktor Korecki,zarchiwizowany,590,1000,PEJZAŻ WIEJSKI,,1990-11-04,47.0,76.0,3572.0,olej,płótno,
Eugeniusz Geppert,zarchiwizowany,1000,1000,AKT Z KWIATEM,,1990-11-04,116.0,89.0,10324.0,olej,płótno,
A. Vallone,zarchiwizowany,900,2000,CHŁOPIEC Z CAPRI,,1990-11-04,44.0,34.5,1518.0,olej,płótno,
Józef Rapacki,zarchiwizowany,1600,2200,PORTRET STARCA,,1990-11-04,33.0,23.3,768.9,olej,deska,
Jan Matejko,zarchiwizowany,1200,1600,PORTRET KLĘCZĄCEGO MĘŻCZYZNY,,1990-11-04,25.0,16.0,400.0,ołówek,papier,
Wojciech Weiss,zarchiwizowany,3800,5000,W PRACOWNI MALARZA,,1990-11-04,72.5,58.0,4205.0,olej,płótno,
Maksymilian Gierymski,zarchiwizowany,7000,7000,PEJZAŻ Z SOSNAMI,,1990-11-04,50.0,75.0,3750.0,olej,płótno,
Stanisław Żukowski,zarchiwizowany,950,2100,PRZEDWIOŚNIE NA BIAŁORUSI,,1990-11-04,32.5,35.5,1153.75,olej,tektura,
Stanisław Ignacy Witkiewicz,zarchiwizowany,2500,3600,PORTRET MĘŻCZYZNY,,1990-11-04,58.0,43.0,2494.0,pastel,papier,
Władysław Aleksander Malecki,zarchiwizowany,2100,0,NA LEŚNEJ ŁĄCE,,1990-11-04,42.0,32.0,1344.0,olej,płótno,
Władysław Skoczylas,zarchiwizowany,3400,3400,PORTRET DZIEWCZYNKI W KRACIASTYM SPENCERKU,,1990-11-04,85.5,69.0,5899.5,olej,płótno,
Jan  Kotowski,zarchiwizowany,250,410,UŁAN NA KONIU,,1990-09-23,43.0,28.5,1225.5,olej,dykta,
Romuald Paweł Kowalczewski,zarchiwizowany,1900,0,PASTUSZKOWIE,,1990-09-23,70.0,101.0,7070.0,olej,płótno,
Stanisław Skubisz,zarchiwizowany,350,0,ROK 1920,,1990-09-23,23.0,33.0,759.0,olej,dykta,
Bronisław Jamontt,zarchiwizowany,1050,1700,WIATRAK,,1990-09-23,33.5,46.5,1557.75,olej,tektura,
Michał Pociecha,zarchiwizowany,350,0,Z ŻYCIA WSI POLSKIEJ,,1990-09-23,32.0,50.0,1600.0,,inna,
Max Rodemeier,zarchiwizowany,1750,2500,Z WIZYTĄ,,1990-09-23,49.0,31.5,1543.5,olej,płótno,
Jacek Malczewski,zarchiwizowany,0,0,ŚPIĄCY W TRAWIE,,1990-09-23,42.0,53.0,2226.0,olej,płótno,
  Nikifor Krynicki,zarchiwizowany,120,190,ULICA,,1990-09-23,28.8,19.5,561.6,"akwarela, tusz",papier,
Vlastimil Hofman,zarchiwizowany,850,1500,STUDIUM PORTRETOWE MĘŻCZYZNY,,1990-09-23,50.0,35.0,1750.0,olej,tektura,
Wacław Pawliszak,zarchiwizowany,315,2100,MĘŻCZYZNA PROWADZĄCY KONIA,,1990-09-23,25.0,30.0,750.0,"tusz, akwarela",papier,
Tymon Niesiołowski,zarchiwizowany,4700,6200,ŁODZIE,,1990-09-23,50.0,64.0,3200.0,olej,płótno,
Wacław Bielawski,zarchiwizowany,420,0,NOWOWILEJKA,,1990-09-23,73.0,56.0,4088.0,olej,płótno,
Stanisław Kamocki,zarchiwizowany,1000,2000,PLAC ŚW. MARKA,,1990-09-23,35.0,50.0,1750.0,olej,tektura,
Vlastimil Hofman,zarchiwizowany,1600,2500,POWRÓT,,1990-09-23,44.0,55.0,2420.0,olej,dykta,
Lech Kunka,zarchiwizowany,9000,9000,KOMPOZYCJA, 1967,2018-12-09,122.0,61.0,7442.0,olej,płyta pilśniowa,1967
Jan Lebenstein,zarchiwizowany,14000,16000,DRUGIE CESARSTWO, 1966,2018-12-09,48.0,59.0,2832.0,"tusze pióro, pędzel, lawowanie, pastel",papier,1966
Kiejstut Bereźnicki,zarchiwizowany,11000,11000,ARLEKIN II, 2011,2018-12-09,81.0,65.0,5265.0,olej,płótno,2011
Łukasz Banach (pseud. Norman Leto),zarchiwizowany,8000,15000,RYBY, 2004,2018-12-09,100.0,119.5,11950.0,olej,płyta pilśniowa,2004
Jan Szancenbach,zarchiwizowany,10000,0,SEKWANA PŁYNIE PARYŻEM, 1958,2018-12-09,66.0,85.5,5643.0,olej,płótno,1958
Stanisław Baj,zarchiwizowany,9000,19000,RZEKA BUG – JESIEŃ, 2013,2018-12-09,60.0,100.0,6000.0,olej,płótno,2013
Czesław Rzepiński,zarchiwizowany,8000,8000,AKT Z INSTRUMENTEM, 1970,2018-12-09,91.5,53.5,4895.25,olej,płótno,1970
Zdzisław Beksiński,zarchiwizowany,100000,100000,OZ, 1984,2018-12-09,87.0,87.0,7569.0,olej,płyta,1984
Jan Lebenstein,zarchiwizowany,60000,75000,METRO BARBES – LOUVRE, OK. 1969,2018-12-09,96.5,129.5,12496.75,olej,płótno,1969
Zdzisław Beksiński,zarchiwizowany,75000,102000,WT, 1989,2018-12-09,92.5,88.5,8186.25,olej,płyta pilśniowa,1989
Franciszek Starowieyski,zarchiwizowany,12000,21000,DE PROFUNDIS, 2008,2018-12-09,98.5,69.0,6796.5,pastel,papier jasnobrązowy,2008
Rajmund Ziemski,zarchiwizowany,3500,4900,BEZ TYTUŁU, LATA 60. XX W.,2018-12-09,62.5,25.0,1562.5,"gwasz, olej",karton,60
Alfons Mazurkiewicz,zarchiwizowany,9000,9000,NISKIE ŁĄKI, 1962,2018-12-09,73.0,116.0,8468.0,olej,płótno,1962
Edward Dwurnik,zarchiwizowany,43000,44000,U RZEŹNIKA, 1972,2018-12-09,114.5,146.0,16717.0,"akryl, olej",płótno,1972
Edward Dwurnik,zarchiwizowany,11000,43000,CZERWONE TULIPANY, 2008,2018-12-09,119.5,89.5,10695.25,akryl,płótno,2008
Jan Lebenstein,zarchiwizowany,110000,0,ANIMAL I, 1962,2018-12-09,61.5,167.0,10270.5,olej,płótno,1962
Jacek Yerka,zarchiwizowany,35000,63000,INNY WYMIAR, 1977,2018-12-09,100.0,80.0,8000.0,"olej, akryl",płótno,1977
Ryszard Zając,zarchiwizowany,9000,11000,CAPESTRANO, 1980,2018-12-09,65.5,116.5,7630.75,olej,płótno,1980
Leon Tarasewicz,zarchiwizowany,22000,22000,BEZ TYTUŁU, 2017,2018-12-09,50.0,50.0,2500.0,akryl,płótno,2017
Igor Mitoraj,zarchiwizowany,30000,32000,STELLA,,2018-12-09,1.0,1.0,1.0,brąz patynowany,kamień,
Edward Dwurnik,zarchiwizowany,44000,0,BAR SASKI, 1990,2018-12-09,146.0,114.5,16717.0,olej,płótno,1990
Henryk Stażewski,zarchiwizowany,38000,0,KOMPOZYCJA, 1980,2018-12-09,42.0,42.0,1764.0,"akryl, płyta pilśniowa",drewno,1980
Kiejstut Bereźnicki,zarchiwizowany,11000,0,ARLEKIN III, 2011,2018-12-09,81.0,65.0,5265.0,olej,płótno,2011
